VISN,VAMC,FIPS,COUNTY,STATE
9,Memphis VA Medical Center,05123,St. Francis,Tennessee
9,Memphis VA Medical Center,05111,Poinsett,Tennessee
9,Memphis VA Medical Center,05107,Phillips,Tennessee
9,Memphis VA Medical Center,05095,Monroe,Tennessee
9,Memphis VA Medical Center,05093,Mississippi,Tennessee
9,Memphis VA Medical Center,05077,Lee,Tennessee
9,Memphis VA Medical Center,05075,Lawrence,Tennessee
9,Memphis VA Medical Center,05067,Jackson,Tennessee
9,Memphis VA Medical Center,05055,Greene,Tennessee
9,Memphis VA Medical Center,05041,Desha,Tennessee
9,Memphis VA Medical Center,05037,Cross,Tennessee
9,Memphis VA Medical Center,05035,Crittenden,Tennessee
9,Memphis VA Medical Center,05031,Craighead,Tennessee
9,Memphis VA Medical Center,05017,Chicot,Tennessee
9,Memphis VA Medical Center,05001,Arkansas,Tennessee
9,Nashville VA Medical Center,47189,Wilson,Tennessee
9,Nashville VA Medical Center,47187,Williamson,Tennessee
9,Nashville VA Medical Center,47169,Trousdale,Tennessee
9,Nashville VA Medical Center,47165,Sumner,Tennessee
9,Nashville VA Medical Center,47161,Stewart,Tennessee
9,Nashville VA Medical Center,47149,Rutherford,Tennessee
9,Nashville VA Medical Center,47147,Robertson,Tennessee
9,Nashville VA Medical Center,47135,Perry,Tennessee
9,Nashville VA Medical Center,47127,Moore,Tennessee
9,Nashville VA Medical Center,47125,Montgomery,Tennessee
9,Nashville VA Medical Center,47119,Maury,Tennessee
9,Nashville VA Medical Center,47117,Marshall,Tennessee
9,Nashville VA Medical Center,47111,Macon,Tennessee
9,Nashville VA Medical Center,47101,Lewis,Tennessee
9,Nashville VA Medical Center,47085,Humphreys,Tennessee
9,Nashville VA Medical Center,47083,Houston,Tennessee
9,Nashville VA Medical Center,47081,Hickman,Tennessee
9,Nashville VA Medical Center,47079,Henry,Tennessee
9,Nashville VA Medical Center,47043,Dickson,Tennessee
9,Nashville VA Medical Center,47039,Decatur,Tennessee
9,Nashville VA Medical Center,47037,Davidson,Tennessee
9,Nashville VA Medical Center,47031,Coffee,Tennessee
9,Nashville VA Medical Center,47021,Cheatham,Tennessee
9,Nashville VA Medical Center,47017,Carroll,Tennessee
9,Nashville VA Medical Center,47005,Benton,Tennessee
9,Nashville VA Medical Center,47003,Bedford,Tennessee
9,Nashville VA Medical Center,21227,Warren,Tennessee
9,Nashville VA Medical Center,21221,Trigg,Tennessee
9,Nashville VA Medical Center,21219,Todd,Tennessee
9,Nashville VA Medical Center,21213,Simpson,Tennessee
9,Nashville VA Medical Center,21177,Muhlenberg,Tennessee
9,Nashville VA Medical Center,21171,Monroe,Tennessee
9,Nashville VA Medical Center,21157,Marshall,Tennessee
9,Nashville VA Medical Center,21143,Lyon,Tennessee
9,Nashville VA Medical Center,21141,Logan,Tennessee
9,Nashville VA Medical Center,21107,Hopkins,Tennessee
9,Nashville VA Medical Center,21083,Graves,Tennessee
9,Nashville VA Medical Center,21061,Edmonson,Tennessee
9,Nashville VA Medical Center,21047,Christian,Tennessee
9,Nashville VA Medical Center,21035,Calloway,Tennessee
9,Nashville VA Medical Center,21033,Caldwell,Tennessee
9,Nashville VA Medical Center,21031,Butler,Tennessee
9,Nashville VA Medical Center,21009,Barren,Tennessee
9,Nashville VA Medical Center,21003,Allen,Tennessee
9,Robley Rex Department of Veterans Affairs Medical Center,21229,Washington,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21223,Trimble,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21217,Taylor,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21215,Spencer,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21211,Shelby,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21209,Scott,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21187,Owen,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21185,Oldham,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21183,Ohio,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21179,Nelson,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21163,Meade,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21155,Marion,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21149,McLean,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21123,Larue,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21111,Jefferson,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21103,Henry,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21093,Hardin,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21091,Hancock,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21085,Grayson,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21081,Grant,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21077,Gallatin,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21073,Franklin,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21059,Daviess,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21045,Casey,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21041,Carroll,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21029,Bullitt,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21027,Breckinridge,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21015,Boone,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,21005,Anderson,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18175,Washington,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18173,Warrick,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18155,Switzerland,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18147,Spencer,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18143,Scott,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18137,Ripley,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18125,Pike,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18123,Perry,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18117,Orange,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18115,Ohio,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18105,Monroe,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18101,Martin,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18093,Lawrence,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18079,Jennings,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18077,Jefferson,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18071,Jackson,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18061,Harrison,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18043,Floyd,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18037,Dubois,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18027,Daviess,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18025,Crawford,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18019,Clark,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18013,Brown,Kentucky
9,Robley Rex Department of Veterans Affairs Medical Center,18005,Bartholomew,Kentucky
9,Troy Bowling Campus,39015,Brown,Kentucky
9,Troy Bowling Campus,21239,Woodford,Kentucky
9,Troy Bowling Campus,21203,Rockcastle,Kentucky
9,Troy Bowling Campus,21201,Robertson,Kentucky
9,Troy Bowling Campus,21197,Powell,Kentucky
9,Troy Bowling Campus,21191,Pendleton,Kentucky
9,Troy Bowling Campus,21189,Owsley,Kentucky
9,Troy Bowling Campus,21181,Nicholas,Kentucky
9,Troy Bowling Campus,21173,Montgomery,Kentucky
9,Troy Bowling Campus,21167,Mercer,Kentucky
9,Troy Bowling Campus,21165,Menifee,Kentucky
9,Troy Bowling Campus,21151,Madison,Kentucky
9,Troy Bowling Campus,21137,Lincoln,Kentucky
9,Troy Bowling Campus,21129,Lee,Kentucky
9,Troy Bowling Campus,21113,Jessamine,Kentucky
9,Troy Bowling Campus,21109,Jackson,Kentucky
9,Troy Bowling Campus,21097,Harrison,Kentucky
9,Troy Bowling Campus,21079,Garrard,Kentucky
9,Troy Bowling Campus,21067,Fayette,Kentucky
9,Troy Bowling Campus,21065,Estill,Kentucky
9,Troy Bowling Campus,21049,Clark,Kentucky
9,Troy Bowling Campus,21023,Bracken,Kentucky
9,Troy Bowling Campus,21021,Boyle,Kentucky
9,Troy Bowling Campus,21017,Bourbon,Kentucky
9,Troy Bowling Campus,21011,Bath,Kentucky
10,Aleda E. Lutz Department of Veterans Affairs Medical Center,26157,Tuscola,Michigan
10,Aleda E. Lutz Department of Veterans Affairs Medical Center,26151,Sanilac,Michigan
10,Aleda E. Lutz Department of Veterans Affairs Medical Center,26087,Lapeer,Michigan
10,Aleda E. Lutz Department of Veterans Affairs Medical Center,26069,Iosco,Michigan
10,Aleda E. Lutz Department of Veterans Affairs Medical Center,26063,Huron,Michigan
10,Aleda E. Lutz Department of Veterans Affairs Medical Center,26051,Gladwin,Michigan
10,Aleda E. Lutz Department of Veterans Affairs Medical Center,26017,Bay,Michigan
10,Aleda E. Lutz Department of Veterans Affairs Medical Center,26011,Arenac,Michigan
10,Aleda E. Lutz Department of Veterans Affairs Medical Center,26001,Alcona,Michigan
10,Battle Creek VA Medical Center,26155,Shiawassee,Michigan
10,Battle Creek VA Medical Center,26145,Saginaw,Michigan
10,Battle Creek VA Medical Center,26139,Ottawa,Michigan
10,Battle Creek VA Medical Center,26121,Muskegon,Michigan
10,Battle Creek VA Medical Center,26117,Montcalm,Michigan
10,Battle Creek VA Medical Center,26111,Midland,Michigan
10,Battle Creek VA Medical Center,26093,Livingston,Michigan
10,Battle Creek VA Medical Center,26081,Kent,Michigan
10,Battle Creek VA Medical Center,26075,Jackson,Michigan
10,Battle Creek VA Medical Center,26067,Ionia,Michigan
10,Battle Creek VA Medical Center,26065,Ingham,Michigan
10,Battle Creek VA Medical Center,26057,Gratiot,Michigan
10,Battle Creek VA Medical Center,26045,Eaton,Michigan
10,Battle Creek VA Medical Center,26037,Clinton,Michigan
10,Battle Creek VA Medical Center,26025,Calhoun,Michigan
10,Battle Creek VA Medical Center,26015,Barry,Michigan
10,Chillicothe VA Medical Center,39165,Warren,Ohio
10,Chillicothe VA Medical Center,39163,Vinton,Ohio
10,Chillicothe VA Medical Center,39157,Tuscarawas,Ohio
10,Chillicothe VA Medical Center,39141,Ross,Ohio
10,Chillicothe VA Medical Center,39131,Pike,Ohio
10,Chillicothe VA Medical Center,39129,Pickaway,Ohio
10,Chillicothe VA Medical Center,39127,Perry,Ohio
10,Chillicothe VA Medical Center,39119,Muskingum,Ohio
10,Chillicothe VA Medical Center,39115,Morgan,Ohio
10,Chillicothe VA Medical Center,39097,Madison,Ohio
10,Chillicothe VA Medical Center,39089,Licking,Ohio
10,Chillicothe VA Medical Center,39073,Hocking,Ohio
10,Chillicothe VA Medical Center,39071,Highland,Ohio
10,Chillicothe VA Medical Center,39057,Greene,Ohio
10,Chillicothe VA Medical Center,39049,Franklin,Ohio
10,Chillicothe VA Medical Center,39047,Fayette,Ohio
10,Chillicothe VA Medical Center,39045,Fairfield,Ohio
10,Chillicothe VA Medical Center,39031,Coshocton,Ohio
10,Chillicothe VA Medical Center,39027,Clinton,Ohio
10,Chillicothe VA Medical Center,39025,Clermont,Ohio
10,Cincinnati VA Medical Center,21117,Kenton,Ohio
10,Cincinnati VA Medical Center,21037,Campbell,Ohio
10,Cincinnati VA Medical Center,18139,Rush,Ohio
10,Cincinnati VA Medical Center,18047,Franklin,Ohio
10,Cincinnati VA Medical Center,18031,Decatur,Ohio
10,Cincinnati VA Medical Center,18029,Dearborn,Ohio
10,Dayton VA Medical Center,39161,Van Wert,Ohio
10,Dayton VA Medical Center,39149,Shelby,Ohio
10,Dayton VA Medical Center,39137,Putnam,Ohio
10,Dayton VA Medical Center,39135,Preble,Ohio
10,Dayton VA Medical Center,39113,Montgomery,Ohio
10,Dayton VA Medical Center,39109,Miami,Ohio
10,Dayton VA Medical Center,39107,Mercer,Ohio
10,Dayton VA Medical Center,39061,Hamilton,Ohio
10,Dayton VA Medical Center,39037,Darke,Ohio
10,Dayton VA Medical Center,39017,Butler,Ohio
10,Dayton VA Medical Center,39011,Auglaize,Ohio
10,Dayton VA Medical Center,39003,Allen,Ohio
10,Dayton VA Medical Center,18177,Wayne,Ohio
10,Dayton VA Medical Center,18161,Union,Ohio
10,Dayton VA Medical Center,18135,Randolph,Ohio
10,Dayton VA Medical Center,18075,Jay,Ohio
10,Dayton VA Medical Center,18065,Henry,Ohio
10,Dayton VA Medical Center,18041,Fayette,Ohio
10,Dayton VA Medical Center,18001,Adams,Ohio
10,Fort Wayne VA Medical Center,39173,Wood,Indiana
10,Fort Wayne VA Medical Center,39171,Williams,Indiana
10,Fort Wayne VA Medical Center,39125,Paulding,Indiana
10,Fort Wayne VA Medical Center,39095,Lucas,Indiana
10,Fort Wayne VA Medical Center,39069,Henry,Indiana
10,Fort Wayne VA Medical Center,39051,Fulton,Indiana
10,Fort Wayne VA Medical Center,39039,Defiance,Indiana
10,Fort Wayne VA Medical Center,26059,Hillsdale,Indiana
10,Fort Wayne VA Medical Center,26023,Branch,Indiana
10,Fort Wayne VA Medical Center,18183,Whitley,Indiana
10,Fort Wayne VA Medical Center,18181,White,Indiana
10,Fort Wayne VA Medical Center,18179,Wells,Indiana
10,Fort Wayne VA Medical Center,18169,Wabash,Indiana
10,Fort Wayne VA Medical Center,18159,Tipton,Indiana
10,Fort Wayne VA Medical Center,18151,Steuben,Indiana
10,Fort Wayne VA Medical Center,18131,Pulaski,Indiana
10,Fort Wayne VA Medical Center,18103,Miami,Indiana
10,Fort Wayne VA Medical Center,18095,Madison,Indiana
10,Fort Wayne VA Medical Center,18069,Huntington,Indiana
10,Fort Wayne VA Medical Center,18067,Howard,Indiana
10,Fort Wayne VA Medical Center,18053,Grant,Indiana
10,Fort Wayne VA Medical Center,18035,Delaware,Indiana
10,Fort Wayne VA Medical Center,18033,DeKalb,Indiana
10,Fort Wayne VA Medical Center,18023,Clinton,Indiana
10,Fort Wayne VA Medical Center,18017,Cass,Indiana
10,Fort Wayne VA Medical Center,18015,Carroll,Indiana
10,Fort Wayne VA Medical Center,18009,Blackford,Indiana
10,Fort Wayne VA Medical Center,18003,Allen,Indiana
10,John D. Dingell Department of Veterans Affairs Medical Center,26147,St. Clair,Michigan
10,John D. Dingell Department of Veterans Affairs Medical Center,26099,Macomb,Michigan
10,Lieutenant Colonel Charles S. Kettles VA Medical Center,39123,Ottawa,Michigan
10,Lieutenant Colonel Charles S. Kettles VA Medical Center,26163,Wayne,Michigan
10,Lieutenant Colonel Charles S. Kettles VA Medical Center,26161,Washtenaw,Michigan
10,Lieutenant Colonel Charles S. Kettles VA Medical Center,26125,Oakland,Michigan
10,Lieutenant Colonel Charles S. Kettles VA Medical Center,26115,Monroe,Michigan
10,Lieutenant Colonel Charles S. Kettles VA Medical Center,26091,Lenawee,Michigan
10,Lieutenant Colonel Charles S. Kettles VA Medical Center,26049,Genesee,Michigan
10,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,39169,Wayne,Ohio
10,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,39153,Summit,Ohio
10,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,39151,Stark,Ohio
10,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,39143,Sandusky,Ohio
10,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,39133,Portage,Ohio
10,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,39103,Medina,Ohio
10,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,39093,Lorain,Ohio
10,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,39077,Huron,Ohio
10,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,39043,Erie,Ohio
10,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,39035,Cuyahoga,Ohio
10,Marion VA Medical Center,39173,Wood,Indiana
10,Marion VA Medical Center,39171,Williams,Indiana
10,Marion VA Medical Center,39125,Paulding,Indiana
10,Marion VA Medical Center,39095,Lucas,Indiana
10,Marion VA Medical Center,39069,Henry,Indiana
10,Marion VA Medical Center,39051,Fulton,Indiana
10,Marion VA Medical Center,39039,Defiance,Indiana
10,Marion VA Medical Center,26059,Hillsdale,Indiana
10,Marion VA Medical Center,26023,Branch,Indiana
10,Marion VA Medical Center,18183,Whitley,Indiana
10,Marion VA Medical Center,18181,White,Indiana
10,Marion VA Medical Center,18179,Wells,Indiana
10,Marion VA Medical Center,18169,Wabash,Indiana
10,Marion VA Medical Center,18159,Tipton,Indiana
10,Marion VA Medical Center,18151,Steuben,Indiana
10,Marion VA Medical Center,18131,Pulaski,Indiana
10,Marion VA Medical Center,18103,Miami,Indiana
10,Marion VA Medical Center,18095,Madison,Indiana
10,Marion VA Medical Center,18069,Huntington,Indiana
10,Marion VA Medical Center,18067,Howard,Indiana
10,Marion VA Medical Center,18053,Grant,Indiana
10,Marion VA Medical Center,18035,Delaware,Indiana
10,Marion VA Medical Center,18033,DeKalb,Indiana
10,Marion VA Medical Center,18023,Clinton,Indiana
10,Marion VA Medical Center,18017,Cass,Indiana
10,Marion VA Medical Center,18015,Carroll,Indiana
10,Marion VA Medical Center,18009,Blackford,Indiana
10,Marion VA Medical Center,18003,Allen,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18171,Warren,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18167,Vigo,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18165,Vermillion,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18157,Tippecanoe,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18153,Sullivan,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18145,Shelby,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18133,Putnam,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18121,Parke,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18119,Owen,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18111,Newton,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18109,Morgan,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18107,Montgomery,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18097,Marion,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18083,Knox,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18081,Johnson,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18073,Jasper,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18063,Hendricks,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18059,Hancock,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18057,Hamilton,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18055,Greene,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18045,Fountain,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18021,Clay,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18011,Boone,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,18007,Benton,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,17183,Vermilion,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,17075,Iroquois,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,17033,Crawford,Indiana
10,Richard L. Roudebush Veterans' Administration Medical Center,17023,Clark,Indiana
12,Captain James A. Lovell Federal Health Care Center,18127,Porter,Illinois
12,Captain James A. Lovell Federal Health Care Center,18089,Lake,Illinois
12,Captain James A. Lovell Federal Health Care Center,17197,Will,Illinois
12,Captain James A. Lovell Federal Health Care Center,17195,Whiteside,Illinois
12,Captain James A. Lovell Federal Health Care Center,17141,Ogle,Illinois
12,Captain James A. Lovell Federal Health Care Center,17103,Lee,Illinois
12,Captain James A. Lovell Federal Health Care Center,17093,Kendall,Illinois
12,Captain James A. Lovell Federal Health Care Center,17089,Kane,Illinois
12,Captain James A. Lovell Federal Health Care Center,17073,Henry,Illinois
12,Captain James A. Lovell Federal Health Care Center,17043,DuPage,Illinois
12,Captain James A. Lovell Federal Health Care Center,17037,DeKalb,Illinois
12,Captain James A. Lovell Federal Health Care Center,17031,Cook,Illinois
12,Captain James A. Lovell Federal Health Care Center,17015,Carroll,Illinois
12,Captain James A. Lovell Federal Health Care Center,17011,Bureau,Illinois
12,Clement J. Zablocki Veterans' Administration Medical Center,55139,Winnebago,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55137,Waushara,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55135,Waupaca,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55133,Waukesha,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55131,Washington,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55127,Walworth,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55123,Vernon,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55117,Sheboygan,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55115,Shawano,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55111,Sauk,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55105,Rock,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55103,Richland,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55101,Racine,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55097,Portage,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55089,Ozaukee,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55087,Outagamie,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55083,Oconto,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55079,Milwaukee,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55078,Menominee,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55077,Marquette,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55073,Marathon,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55071,Manitowoc,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55065,Lafayette,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55061,Kewaunee,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55059,Kenosha,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55057,Juneau,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55055,Jefferson,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55049,Iowa,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55047,Green Lake,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55045,Green,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55043,Grant,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55039,Fond du Lac,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55029,Door,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55027,Dodge,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55025,Dane,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55023,Crawford,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55021,Columbia,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55015,Calumet,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55009,Brown,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,55001,Adams,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,19061,Dubuque,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,19043,Clayton,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,19005,Allamakee,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,17201,Winnebago,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,17177,Stephenson,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,17111,McHenry,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,17097,Lake,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,17085,Jo Daviess,Wisconsin
12,Clement J. Zablocki Veterans' Administration Medical Center,17007,Boone,Wisconsin
12,Danville VA Medical Center,17173,Shelby,Illinois
12,Danville VA Medical Center,17159,Richland,Illinois
12,Danville VA Medical Center,17147,Piatt,Illinois
12,Danville VA Medical Center,17139,Moultrie,Illinois
12,Danville VA Medical Center,17135,Montgomery,Illinois
12,Danville VA Medical Center,17115,Macon,Illinois
12,Danville VA Medical Center,17113,McLean,Illinois
12,Danville VA Medical Center,17105,Livingston,Illinois
12,Danville VA Medical Center,17101,Lawrence,Illinois
12,Danville VA Medical Center,17091,Kankakee,Illinois
12,Danville VA Medical Center,17079,Jasper,Illinois
12,Danville VA Medical Center,17053,Ford,Illinois
12,Danville VA Medical Center,17051,Fayette,Illinois
12,Danville VA Medical Center,17049,Effingham,Illinois
12,Danville VA Medical Center,17045,Edgar,Illinois
12,Danville VA Medical Center,17041,Douglas,Illinois
12,Danville VA Medical Center,17035,Cumberland,Illinois
12,Danville VA Medical Center,17029,Coles,Illinois
12,Danville VA Medical Center,17025,Clay,Illinois
12,Danville VA Medical Center,17021,Christian,Illinois
12,Danville VA Medical Center,17019,Champaign,Illinois
12,Edward Hines Junior Hospital,18127,Porter,Illinois
12,Edward Hines Junior Hospital,18089,Lake,Illinois
12,Edward Hines Junior Hospital,17197,Will,Illinois
12,Edward Hines Junior Hospital,17195,Whiteside,Illinois
12,Edward Hines Junior Hospital,17141,Ogle,Illinois
12,Edward Hines Junior Hospital,17103,Lee,Illinois
12,Edward Hines Junior Hospital,17093,Kendall,Illinois
12,Edward Hines Junior Hospital,17089,Kane,Illinois
12,Edward Hines Junior Hospital,17073,Henry,Illinois
12,Edward Hines Junior Hospital,17043,DuPage,Illinois
12,Edward Hines Junior Hospital,17037,DeKalb,Illinois
12,Edward Hines Junior Hospital,17031,Cook,Illinois
12,Edward Hines Junior Hospital,17015,Carroll,Illinois
12,Edward Hines Junior Hospital,17011,Bureau,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,18127,Porter,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,18089,Lake,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,17197,Will,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,17195,Whiteside,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,17141,Ogle,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,17103,Lee,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,17093,Kendall,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,17089,Kane,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,17073,Henry,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,17043,DuPage,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,17037,DeKalb,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,17031,Cook,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,17015,Carroll,Illinois
12,Jesse Brown Department of Veterans Affairs Medical Center,17011,Bureau,Illinois
